"customer","promoType","promoDescription","startDate","endDate","vlMarketingNum","marketingNum","status","forecast","actual"
"PriceSmart","COOP","Retail Ad 9D","2/8/2015","6/9/2016","R698BER867","387BER613","approved","306","384"
"AAFES","COOP","Retail","7/15/2016","8/12/2017","R699PP174","52BER509","accepted","336","1792"
"Synnex Canada","COOP","9D @ $68","12/6/2012","11/8/2013","R699PP43","225COOP764","archived","487","1267"
"Synnex Canada","COOP","Retail","4/21/2015","7/15/2016","R69BER436","434BER902","accepted","253","1254"
"Ingram Micro","COOP","Retail Ad 9D","2/7/2011","6/8/2012","R69BER493","357COOP845","POP","748","1374"
"AAFES","BER","Description","9/23/2010","9/16/2011","R6PP726","331COOP152","archived","584","1300"
"Amazon Canada","COOP","9D @ $68","8/27/2010","9/18/2011","R700COOP632","125PP283","accepted","403","527"
"NEXCOM","BER","Retail Ad 9D","5/12/2013","7/11/2014","R700PP121","662COOP581","accepted","908","125"
"Kohls","PP","Description","2/2/2016","6/6/2017","R700PP731","966BER732","POP","595","686"
"Sears Holdings/Kmart","PP","9D @ $68","1/6/2016","5/8/2017","R702BER279","167COOP795","accepted","796","1899"
"AAFES","BER","Retail","6/28/2012","8/19/2013","R702COOP600","443PP191","accepted","297","685"
"QVC","PP","Description","7/10/2013","8/10/2014","R703COOP186","706COOP481","approved","370","962"
"BJs Wholesale Club","BER","Retail Ad 9D","3/3/2016","6/6/2017","R703COOP887","280BER640","approved","929","257"
"PriceSmart","PP","Retail Ad 9D","11/9/2011","10/9/2012","R703PP694","116PP152","POP","797","899"
"Sears Holdings/Kmart","COOP","Retail Ad","1/20/2012","5/15/2013","R704BER144","842COOP327","accepted","325","968"
"Synnex Canada","PP","Retail Ad","3/25/2011","6/17/2012","R705BER729","77BER63","POP","535","353"
"Sears Holdings/Kmart","BER","9D @ $68","1/12/2014","5/11/2015","R706PP763","333COOP189","approved","616","1366"
"AAFES","COOP","9D @ $68","12/26/2016","11/18/2017","R707PP485","853PP709","archived","311","718"
"AAFES","COOP","Retail Ad 9D","11/11/2013","10/10/2014","R708BER99","888BER381","accepted","704","706"
"Best Buy.com","PP","9D @ $68","9/20/2011","9/15/2012","R708PP234","789BER53","approved","974","128"
"HSN Direct International","COOP","Retail Ad 9D","6/19/2010","8/14/2011","R709BER176","531COOP789","approved","263","1453"
"Tiger Direct","BER","9D @ $68","11/6/2013","10/8/2014","R709PP643","188COOP285","archived","288","440"
"Best Buy","BER","Description","5/9/2013","7/9/2014","R70COOP322","516BER104","accepted","645","1962"
"Frys Electronics","PP","Retail Ad","5/20/2012","7/15/2013","R70COOP9","136PP190","POP","421","888"
"HSN Direct International","COOP","9D @ $68","12/17/2015","11/13/2016","R710COOP185","19COOP377","approved","539","1897"
"QVC","COOP","Retail","12/5/2014","11/7/2015","R711PP171","700COOP268","approved","681","530"
"NEXCOM","BER","Description","5/14/2013","7/12/2014","R711PP752","361BER126","accepted","789","1681"
"Ingram Micro","PP","Description","5/12/2015","7/11/2016","R712COOP850","311COOP301","running","337","1309"
"Synnex Canada","PP","Retail","7/29/2015","8/19/2016","R712PP284","408COOP396","archived","281","395"
"Tiger Direct","BER","Retail Ad","1/1/2014","5/5/2015","R713BER27","963PP196","archived","721","306"
"Amazon","COOP","Retail Ad","9/14/2016","9/12/2017","R713COOP319","610PP117","approved","903","751"
"PriceSmart","BER","Retail Ad 9D","8/27/2012","9/18/2013","R713PP444","598COOP839","accepted","291","559"
"Ingram Micro","COOP","9D @ $68","1/4/2010","5/7/2011","R713PP456","228BER165","accepted","786","1516"
"HSN Direct International","BER","Retail","5/29/2014","7/19/2015","R713PP751","391BER245","approved","534","949"
"Amazon","PP","Retail Ad","12/13/2010","11/11/2011","R714COOP48","468BER335","approved","919","1380"
"PriceSmart","COOP","Retail","9/24/2012","9/17/2013","R714COOP481","803BER494","running","238","1047"
"PriceSmart","BER","Retail Ad 9D","12/22/2015","11/16/2016","R715BER25","263COOP373","archived","247","708"
"QVC","COOP","Description","11/23/2016","10/16/2017","R717PP161","373PP351","approved","564","195"
"Target.com","PP","9D @ $68","1/13/2014","5/11/2015","R717PP4","386PP797","accepted","421","332"
"Target.com","COOP","9D @ $68","9/23/2014","9/16/2015","R717PP872","498BER345","running","871","218"
"PriceSmart","BER","9D @ $68","10/17/2011","10/13/2012","R718BER992","413PP527","approved","341","996"
"Best Buy","PP","Retail","8/13/2013","9/11/2014","R718COOP631","16BER907","running","249","1995"
"AAFES","COOP","Retail Ad 9D","12/3/2015","11/6/2016","R718PP224","325PP31","accepted","414","610"
"Bluestem Brands","PP","Retail Ad 9D","11/31/2011","10/20/2012","R718PP419","105COOP671","running","702","1048"
"Bluestem Brands","COOP","Retail","2/22/2014","6/16/2015","R71BER665","436COOP665","approved","848","1832"
"Sears Holdings","COOP","Retail Ad","9/24/2012","9/17/2013","R71COOP269","705COOP358","approved","772","1020"
"Best Buy.com","PP","Retail Ad 9D","4/18/2011","7/14/2012","R720COOP144","873BER995","POP","365","1289"
"HSN Direct International","COOP","Retail Ad","8/20/2013","9/15/2014","R720COOP931","699COOP617","accepted","334","1158"
"Amazon","PP","Retail","6/19/2013","8/14/2014","R722BER640","845BER973","accepted","900","259"
"Best Buy.com","PP","Retail Ad","11/15/2016","10/12/2017","R722BER955","930COOP623","approved","804","106"
"Best Buy","PP","Retail Ad","10/7/2013","10/8/2014","R723COOP614","197BER75","running","752","648"
"AAFES","COOP","Retail Ad 9D","11/9/2010","10/9/2011","R723PP969","1000PP837","archived","765","1785"
"Walmart.com","BER","Retail Ad 9D","7/31/2016","8/20/2017","R724BER148","283BER937","approved","335","1787"
"AAFES","COOP","Retail Ad 9D","8/17/2014","9/13/2015","R725BER541","877COOP12","approved","339","424"
"Sears Holdings","BER","Retail Ad 9D","9/5/2011","9/7/2012","R725COOP878","757COOP609","running","551","656"
"HSN Direct International","PP","Retail Ad","2/9/2010","6/9/2011","R727BER837","905COOP581","archived","424","1825"
"PriceSmart","COOP","Retail Ad 9D","3/9/2012","6/9/2013","R727COOP137","898COOP985","running","688","234"
"Synnex Canada","PP","9D @ $68","4/28/2016","7/19/2017","R727COOP709","470PP990","archived","947","1157"
"Sears Holdings","COOP","Retail Ad 9D","8/8/2010","9/9/2011","R729BER37","62COOP560","archived","908","859"
"Tiger Direct","COOP","Retail Ad","10/12/2016","10/11/2017","R729COOP242","455PP925","accepted","597","1926"
"Best Buy.com","COOP","Retail Ad 9D","8/21/2014","9/15/2015","R729PP938","985PP685","archived","501","771"
"Synnex Canada","BER","Description","4/10/2012","7/10/2013","R72BER221","714COOP510","rejected","801","1300"
"Frys Electronics","BER","Retail Ad","5/4/2014","7/7/2015","R731COOP889","851COOP183","accepted","466","800"
"Synnex Canada","COOP","Description","7/29/2015","8/19/2016","R732COOP963","446COOP548","running","878","1906"
"Amazon","BER","Description","11/19/2010","10/14/2011","R734BER210","458COOP61","accepted","975","1529"
"PriceSmart","BER","Retail","11/10/2011","10/10/2012","R734PP952","86COOP177","approved","678","658"
"BJs Wholesale Club","PP","9D @ $68","1/30/2010","5/20/2011","R735BER884","296COOP13","running","352","1502"
"Sears Holdings/Kmart","BER","Retail","4/11/2016","7/10/2017","R735BER893","571PP360","approved","850","831"
"Synnex Canada","BER","Retail Ad","6/17/2014","8/13/2015","R735PP322","712COOP256","approved","611","1181"
"NEXCOM","BER","9D @ $68","10/16/2012","10/13/2013","R735PP55","527BER717","accepted","265","1563"
"Best Buy.com","COOP","Description","11/18/2013","10/14/2014","R736BER927","764BER21","accepted","835","1791"
"AAFES","PP","9D @ $68","7/19/2011","8/14/2012","R736BER966","694BER883","running","929","302"
"Walmart.com","PP","Retail","9/3/2016","9/6/2017","R736PP479","144PP273","accepted","405","1866"
"AAFES","COOP","9D @ $68","11/5/2010","10/7/2011","R737BER983","487BER726","approved","588","1544"
"AAFES","COOP","Retail Ad","1/28/2012","5/19/2013","R738PP230","496COOP138","approved","829","733"
"AAFES","COOP","Description","12/30/2012","11/20/2013","R73COOP223","557BER404","rejected","444","285"
"NEXCOM","COOP","Retail Ad 9D","9/6/2010","9/8/2011","R740COOP531","256COOP377","POP","516","1554"
"Best Buy.com","BER","Retail Ad","3/19/2012","6/14/2013","R741BER516","798PP793","running","432","1256"
"NEXCOM","PP","Retail Ad 9D","1/21/2013","5/15/2014","R741BER995","690COOP490","approved","221","1618"
"Sears Holdings/Kmart","PP","Description","7/29/2010","8/19/2011","R741COOP77","924PP233","accepted","857","1795"
"Sears Holdings","BER","Retail Ad","1/23/2012","5/16/2013","R741PP876","499BER223","approved","711","881"
"Test Company","BER","test","10/1/2015","10/31/2015","R7431000","","approved","0","0"
"QVC","PP","Description","4/11/2011","7/10/2012","R743BER233","997COOP808","approved","951","438"
"PriceSmart","COOP","9D @ $68","11/23/2010","10/16/2011","R743COOP302","640BER610","accepted","509","1081"
"Best Buy.com","BER","Retail Ad","5/7/2013","7/8/2014","R743COOP861","514BER378","accepted","981","505"
"Tiger Direct","BER","Description","2/16/2013","6/13/2014","R744BER384","557PP71","approved","437","1426"
"Walmart.com","PP","9D @ $68","2/1/2014","6/5/2015","R745PP434","769COOP409","accepted","763","429"
"QVC","PP","9D @ $68","11/7/2013","10/8/2014","R746BER242","585COOP999","accepted","821","391"
"Best Buy.com","PP","Retail Ad","4/26/2014","7/18/2015","R749BER517","988PP578","accepted","742","1454"
"HSN Direct International","COOP","9D @ $68","12/9/2015","11/9/2016","R749COOP853","869PP526","approved","851","1949"
"PriceSmart","BER","Retail Ad","7/29/2011","8/19/2012","R749PP398","391COOP0","archived","650","1398"
"Amazon","COOP","Retail Ad 9D","5/12/2016","7/11/2017","R749PP698","441COOP886","accepted","406","632"
"HSN Direct International","BER","Retail","1/9/2013","5/9/2014","R74BER788","975PP123","running","913","1882"
"NEXCOM","COOP","Description","7/27/2011","8/18/2012","R74COOP901","288COOP32","approved","936","1703"
"Sears Holdings/Kmart","COOP","Retail Ad 9D","8/1/2013","9/5/2014","R74PP472","723BER313","accepted","326","1665"
"NEXCOM","BER","Retail","11/20/2010","10/15/2011","R751COOP156","456BER920","running","968","123"
"Target.com","PP","Retail Ad","12/19/2012","11/14/2013","R751COOP174","270PP38","accepted","703","259"
"Ingram Micro","PP","Retail Ad 9D","11/16/2015","10/13/2016","R752COOP246","807PP901","approved","271","1175"
"PriceSmart","COOP","9D @ $68","2/23/2013","6/16/2014","R752COOP673","559BER634","accepted","704","745"
"Best Buy.com","COOP","Retail Ad","12/12/2010","11/11/2011","R752PP225","111COOP337","archived","326","589"
"PriceSmart","BER","Retail Ad 9D","7/23/2010","8/16/2011","R752PP598","240COOP368","accepted","688","831"
"Amazon","BER","Description","8/24/2011","9/17/2012","R754BER866","671COOP541","approved","847","1641"
"NEXCOM","PP","Retail Ad","4/15/2014","7/12/2015","R755COOP686","227COOP819","archived","954","186"
"Best Buy","PP","Description","11/4/2014","10/7/2015","R756BER296","885PP600","POP","409","189"
"HSN Direct International","BER","Retail","8/12/2011","9/11/2012","R756PP591","716PP594","accepted","356","292"
"Best Buy.com","PP","Retail Ad","12/20/2016","11/15/2017","R757COOP656","107COOP580","accepted","749","651"
"AAFES","COOP","Retail","8/29/2016","9/19/2017","R758PP183","909PP982","approved","395","141"
"Sears Holdings","PP","Retail Ad","1/19/2012","5/14/2013","R758PP721","191COOP527","accepted","517","773"
"QVC","BER","Retail Ad 9D","5/9/2014","7/9/2015","R759PP861","714BER347","approved","929","586"
"Amazon","PP","Retail Ad","10/26/2011","10/18/2012","R760COOP27","50COOP487","accepted","825","1329"
"Bluestem Brands","PP","Description","12/14/2014","11/12/2015","R760PP305","110BER542","accepted","263","1454"
"BJs Wholesale Club","PP","Retail","4/28/2013","7/19/2014","R761PP436","36PP853","running","591","1001"
"QVC","PP","Retail Ad 9D","8/18/2013","9/14/2014","R762COOP504","826BER836","accepted","309","996"
"Best Buy","COOP","Retail","12/3/2012","11/6/2013","R764COOP467","33PP873","archived","419","171"
"Sears Holdings","COOP","9D @ $68","8/28/2012","9/19/2013","R764PP858","499PP57","approved","907","325"
"AAFES","COOP","Description","11/17/2012","10/13/2013","R765PP870","111PP250","approved","724","1257"
"Best Buy","BER","Retail Ad","8/30/2014","9/20/2015","R766COOP443","295COOP616","accepted","217","799"
"Bluestem Brands","PP","Retail","1/6/2013","5/8/2014","R767BER576","334PP282","running","239","1954"
"NEXCOM","BER","9D @ $68","8/17/2015","9/13/2016","R767COOP500","207PP430","approved","618","1378"
"Amazon","BER","9D @ $68","5/13/2012","7/11/2013","R768BER887","119PP956","POP","289","1403"
"Ingram Micro","PP","9D @ $68","12/11/2012","11/10/2013","R768COOP464","353PP31","archived","732","1969"
"Sears Holdings","PP","Retail","5/29/2012","7/19/2013","R768PP297","27PP622","archived","328","664"
"Amazon Canada","BER","Retail Ad","12/26/2014","11/18/2015","R768PP339","324PP504","archived","563","673"
"QVC","BER","Retail Ad","8/6/2014","9/8/2015","R769BER601","608BER735","POP","495","1300"
"NEXCOM","COOP","Retail Ad 9D","7/3/2016","8/6/2017","R769BER758","991PP791","approved","437","607"
"Sears Holdings/Kmart","BER","Retail","10/14/2015","10/12/2016","R76COOP315","74PP31","archived","930","1012"
"AAFES","BER","Retail","4/18/2013","7/14/2014","R76COOP951","298PP906","accepted","656","353"
"AAFES","COOP","Retail","11/22/2014","10/16/2015","R76PP546","818BER155","archived","954","1800"
"Best Buy","BER","Description","3/21/2013","6/15/2014","R770BER379","473BER350","approved","459","1736"
"Tiger Direct","BER","Retail Ad","3/20/2012","6/15/2013","R770BER552","156PP619","running","263","194"
"Best Buy","BER","9D @ $68","8/20/2010","9/15/2011","R772BER298","651PP679","approved","721","1815"
"Best Buy.com","PP","Retail","3/11/2016","6/10/2017","R772BER926","694PP895","POP","906","195"
"Bluestem Brands","COOP","Retail Ad 9D","8/19/2016","9/14/2017","R773PP417","802PP816","archived","582","756"
"NEXCOM","BER","Description","2/23/2011","6/16/2012","R774COOP964","254BER530","POP","673","893"
"Ingram Micro","COOP","Retail Ad","5/19/2013","7/14/2014","R775COOP819","893PP821","approved","741","1382"
"Kohls","BER","9D @ $68","1/8/2012","5/9/2013","R776BER357","778PP507","running","792","1037"
"QVC","BER","9D @ $68","2/15/2011","6/12/2012","R776BER471","22PP229","accepted","357","518"
"Sears Holdings/Kmart","PP","Retail Ad","4/4/2011","7/7/2012","R776COOP482","336COOP17","approved","840","1878"
"Sears Holdings","PP","Description","10/22/2011","10/16/2012","R778BER945","474PP837","approved","757","1936"
"Sears Holdings/Kmart","COOP","Retail Ad 9D","12/5/2014","11/7/2015","R778PP562","691PP353","accepted","319","1777"
"Target.com","COOP","Retail Ad 9D","12/23/2014","11/16/2015","R779BER522","331PP16","POP","618","1977"
"Sears Holdings/Kmart","COOP","Retail Ad 9D","11/25/2014","10/17/2015","R779COOP425","415BER551","accepted","260","477"
"Target.com","COOP","Retail","6/25/2016","8/17/2017","R779PP79","241PP845","POP","985","480"
"Kohls","PP","Retail Ad 9D","2/17/2010","6/13/2011","R77BER794","156COOP54","approved","600","918"
"Sears Holdings/Kmart","PP","Description","9/9/2014","9/9/2015","R780COOP46","303COOP554","approved","576","1086"
"HSN Direct International","COOP","9D @ $68","1/6/2013","5/8/2014","R780COOP799","392COOP656","archived","585","188"
"Best Buy.com","BER","Description","9/22/2010","9/16/2011","R781COOP59","241PP162","accepted","875","270"
"HSN Direct International","PP","9D @ $68","4/26/2015","7/18/2016","R781COOP637","231COOP63","approved","666","1453"
"Frys Electronics","BER","Retail Ad 9D","10/2/2010","10/6/2011","R782BER140","985PP518","accepted","349","1581"
"Tiger Direct","COOP","9D @ $68","1/27/2013","5/18/2014","R783COOP440","238COOP315","accepted","289","1188"
"PriceSmart","PP","Description","2/24/2013","6/17/2014","R783PP225","14COOP475","running","503","1519"
"NEXCOM","PP","Retail Ad","2/28/2014","6/19/2015","R784COOP457","902BER50","approved","466","1828"
"AAFES","BER","Retail Ad","6/24/2011","8/17/2012","R784COOP631","894COOP278","running","609","1701"
"Sears Holdings/Kmart","PP","9D @ $68","8/5/2014","9/7/2015","R784COOP825","97PP274","accepted","918","935"
"Sears Holdings/Kmart","PP","Retail Ad 9D","11/3/2015","10/6/2016","R784PP823","122PP429","approved","940","1391"
"NEXCOM","COOP","9D @ $68","2/6/2014","6/8/2015","R784PP827","785PP382","accepted","984","1608"
"QVC","BER","Description","2/7/2016","6/8/2017","R788COOP198","631BER598","rejected","973","377"
"Kohls","BER","Retail Ad","3/8/2011","6/9/2012","R788PP632","510COOP896","archived","949","943"
"Sears Holdings","COOP","Retail Ad","8/5/2010","9/7/2011","R789COOP762","457COOP827","accepted","642","1182"
"Ingram Micro","COOP","Retail","7/7/2012","8/8/2013","R791COOP764","662PP252","accepted","799","1273"
"Bluestem Brands","PP","Description","1/13/2014","5/11/2015","R791PP53","108BER21","rejected","934","173"
"HSN Direct International","COOP","9D @ $68","4/14/2012","7/12/2013","R792COOP780","440BER749","running","572","1379"
"NEXCOM","COOP","Description","11/15/2011","10/12/2012","R793BER770","930PP22","approved","373","703"
"NEXCOM","PP","Description","8/10/2010","9/10/2011","R793COOP883","337BER797","accepted","673","1840"
"NEXCOM","COOP","Retail Ad","9/12/2015","9/11/2016","R794BER201","859COOP949","archived","515","359"
"Sears Holdings","BER","Description","7/30/2011","8/20/2012","R796BER472","214COOP119","approved","258","1052"
"AAFES","BER","9D @ $68","9/7/2016","9/8/2017","R796COOP151","895BER328","accepted","257","1777"
"Sears Holdings","PP","9D @ $68","12/15/2012","11/12/2013","R796PP248","278COOP111","POP","709","358"
"Walmart.com","COOP","9D @ $68","2/26/2016","6/18/2017","R796PP9","3BER79","accepted","691","1326"
"HSN Direct International","COOP","9D @ $68","1/15/2013","5/12/2014","R797BER279","768COOP566","approved","498","153"
"Bluestem Brands","COOP","9D @ $68","12/7/2016","11/8/2017","R798COOP938","400COOP906","accepted","246","153"
"Best Buy.com","PP","Retail Ad","9/7/2015","9/8/2016","R798PP475","300BER845","POP","860","1775"
"Tiger Direct","BER","Description","12/16/2013","11/13/2014","R801COOP266","180COOP43","accepted","533","291"
"Best Buy","PP","Retail Ad 9D","1/26/2013","5/18/2014","R802BER161","620PP638","archived","455","1217"
"QVC","COOP","Retail","9/14/2012","9/12/2013","R803PP739","569COOP248","archived","393","511"
"Bluestem Brands","BER","Retail Ad 9D","1/18/2010","5/14/2011","R804PP229","710PP829","accepted","251","498"
"Synnex Canada","BER","Retail Ad 9D","5/23/2015","7/16/2016","R804PP360","380PP290","archived","478","290"
"Best Buy.com","PP","9D @ $68","7/21/2010","8/15/2011","R805BER203","350COOP5","POP","569","1000"
"Best Buy.com","BER","Retail Ad","1/15/2011","5/12/2012","R806COOP747","441COOP392","approved","834","1029"
"Bluestem Brands","BER","9D @ $68","12/7/2010","11/8/2011","R808BER917","699BER928","POP","962","114"
"Best Buy.com","PP","9D @ $68","11/27/2010","10/18/2011","R809COOP431","164PP586","archived","749","900"
"Best Buy.com","PP","Description","10/7/2013","10/8/2014","R80BER847","212COOP527","approved","239","953"
"BJs Wholesale Club","BER","Retail Ad","1/22/2014","5/16/2015","R810PP358","120BER363","approved","440","716"
"Kohls","BER","Retail Ad","9/4/2010","9/7/2011","R811COOP191","759PP611","POP","524","1515"
"Amazon Canada","BER","Description","8/2/2014","9/6/2015","R812COOP168","309BER226","approved","244","1012"
"Best Buy.com","COOP","Retail Ad","10/30/2010","10/20/2011","R813COOP868","515PP805","approved","847","398"
"PriceSmart","COOP","Description","12/9/2013","11/9/2014","R815COOP532","649PP292","accepted","469","101"
"QVC","BER","Retail Ad","3/3/2010","6/6/2011","R815PP626","295BER226","accepted","203","1167"
"HSN Direct International","BER","Retail","2/21/2016","6/15/2017","R816COOP944","8COOP435","approved","831","1332"
"Sears Holdings","COOP","Retail Ad 9D","10/11/2014","10/10/2015","R818COOP25","135PP891","running","377","548"
"HSN Direct International","PP","Description","6/25/2013","8/17/2014","R819BER395","307COOP11","approved","958","1891"
"Target.com","BER","Description","3/21/2013","6/15/2014","R819COOP226","740COOP682","accepted","384","358"
"Amazon Canada","COOP","Retail Ad 9D","7/25/2014","8/17/2015","R81COOP656","642PP223","accepted","396","1300"
"Ingram Micro","PP","Retail Ad 9D","6/29/2015","8/19/2016","R81PP252","661BER493","POP","524","1752"
"Sears Holdings","COOP","9D @ $68","10/25/2015","10/17/2016","R820COOP460","910PP908","POP","607","895"
"Amazon Canada","PP","Description","1/18/2015","5/14/2016","R820PP85","681COOP67","accepted","268","1859"
"Target.com","BER","9D @ $68","1/22/2014","5/16/2015","R821BER439","546PP277","running","396","1601"
"HSN Direct International","COOP","Retail Ad","4/21/2015","7/15/2016","R821BER986","713COOP188","approved","963","1880"
"Amazon Canada","BER","Description","2/8/2014","6/9/2015","R821PP248","822BER22","POP","648","234"
"Tiger Direct","PP","Retail Ad","9/23/2015","9/16/2016","R822COOP254","801COOP960","accepted","634","513"
"QVC","PP","9D @ $68","1/26/2014","5/18/2015","R823BER300","202COOP533","accepted","572","1089"
"PriceSmart","COOP","Retail Ad","1/6/2016","5/8/2017","R823PP914","259BER855","running","749","1501"
"Best Buy","BER","Retail Ad","4/23/2016","7/16/2017","R826COOP426","115COOP277","approved","936","212"
"Tiger Direct","COOP","9D @ $68","2/26/2012","6/18/2013","R826COOP459","0COOP516","approved","958","928"
"Kohls","COOP","Retail Ad 9D","3/12/2014","6/11/2015","R828BER637","88PP369","accepted","646","891"
"PriceSmart","PP","Retail","11/7/2012","10/8/2013","R830COOP383","232PP59","accepted","363","1514"
"Walmart.com","COOP","Retail Ad","9/25/2015","9/17/2016","R830COOP937","183BER113","accepted","793","964"
"HSN Direct International","COOP","Retail Ad","1/23/2010","5/16/2011","R831BER894","332PP496","approved","913","1956"
"Bluestem Brands","PP","Retail Ad","10/18/2013","10/14/2014","R831COOP729","993BER812","accepted","561","260"
"Frys Electronics","COOP","Retail Ad","3/15/2010","6/12/2011","R832PP547","277PP698","running","210","541"
"Tiger Direct","COOP","Retail","5/20/2016","7/15/2017","R832PP930","436BER383","accepted","214","1161"
"PriceSmart","BER","Retail","7/5/2015","8/7/2016","R833PP513","482BER245","approved","645","593"
"Best Buy","COOP","Retail Ad 9D","3/14/2015","6/12/2016","R835BER758","280PP743","running","376","1970"
"Amazon","BER","Retail Ad 9D","10/23/2013","10/16/2014","R837COOP444","807BER378","approved","892","293"
"Ingram Micro","PP","Retail Ad 9D","11/30/2014","10/20/2015","R838BER115","742BER634","running","227","1940"
"Sears Holdings","BER","Retail Ad 9D","11/8/2010","10/9/2011","R839PP456","966PP773","POP","966","1691"
"Bluestem Brands","COOP","Retail Ad 9D","8/18/2015","9/14/2016","R839PP495","230BER192","approved","263","1825"
"PriceSmart","PP","Retail Ad 9D","9/3/2013","9/6/2014","R83COOP377","318BER877","accepted","614","437"
"Best Buy.com","BER","Description","1/13/2015","5/11/2016","R83PP220","605BER230","approved","320","682"
"Amazon","BER","Description","10/20/2011","10/15/2012","R83PP807","522BER799","running","291","369"
"AAFES","BER","9D @ $68","8/25/2014","9/17/2015","R840BER963","243COOP792","POP","239","1164"
"Bluestem Brands","PP","Description","3/14/2015","6/12/2016","R842BER358","408PP68","approved","630","308"
"Best Buy","BER","Description","7/23/2010","8/16/2011","R842BER534","150COOP270","archived","771","1323"
"Tiger Direct","PP","Description","6/4/2015","8/7/2016","R843PP140","789BER950","accepted","820","1335"
"Sears Holdings","COOP","Retail Ad 9D","5/11/2015","7/10/2016","R846COOP174","183PP513","accepted","640","268"
"AAFES","BER","Retail","1/25/2010","5/17/2011","R847PP303","214BER140","running","221","713"
"Kohls","COOP","Retail Ad","8/5/2013","9/7/2014","R849BER541","757PP835","approved","636","374"
"Sears Holdings/Kmart","BER","Description","9/31/2014","9/20/2015","R851COOP939","255PP553","approved","369","184"
"Walmart.com","PP","Retail","10/31/2011","10/20/2012","R854COOP611","167PP979","accepted","945","191"
"Ingram Micro","COOP","Description","3/31/2014","6/20/2015","R854PP202","199COOP362","accepted","305","357"
"Sears Holdings","COOP","9D @ $68","12/11/2016","11/10/2017","R854PP259","790PP70","running","747","419"
"Best Buy","BER","Retail Ad 9D","12/19/2010","11/14/2011","R855PP177","862COOP691","approved","844","502"
"QVC","PP","Description","1/16/2016","5/13/2017","R857BER694","654COOP23","archived","493","1414"
"NEXCOM","PP","Description","8/14/2012","9/12/2013","R857BER702","834PP721","accepted","690","1679"
"Sears Holdings","COOP","Retail","11/31/2012","10/20/2013","R857PP836","11BER343","running","802","157"
"PriceSmart","BER","Retail Ad","4/15/2014","7/12/2015","R857PP856","918COOP318","accepted","540","437"
"Amazon","BER","Retail","3/23/2016","6/16/2017","R858BER939","280BER15","running","466","907"
"Amazon","BER","Retail Ad","9/24/2014","9/17/2015","R859BER745","323COOP534","archived","437","1658"
"BJs Wholesale Club","COOP","Description","12/20/2016","11/15/2017","R859COOP811","610COOP656","POP","352","1758"
"Amazon Canada","COOP","Retail","3/29/2010","6/19/2011","R85PP861","282COOP206","accepted","998","208"
"Walmart.com","BER","Retail Ad","2/26/2010","6/18/2011","R85PP881","942BER792","archived","734","1188"
"Amazon","BER","Description","1/18/2015","5/14/2016","R85PP99","338PP861","approved","682","553"
"Bluestem Brands","BER","Retail","4/9/2010","7/9/2011","R860BER970","734BER374","accepted","520","230"
"Target.com","COOP","9D @ $68","9/9/2010","9/9/2011","R862PP191","24COOP769","running","959","1334"
"Best Buy.com","PP","Retail Ad","2/11/2011","6/10/2012","R863PP759","304COOP142","POP","642","1749"
"Bluestem Brands","BER","Retail","7/6/2011","8/8/2012","R864BER600","146PP587","accepted","310","1651"
"Bluestem Brands","PP","Retail Ad 9D","4/19/2012","7/14/2013","R864PP245","313PP685","running","405","1480"
"QVC","COOP","Retail Ad 9D","3/13/2010","6/11/2011","R866BER988","368BER896","accepted","849","640"
"Best Buy","COOP","Retail Ad 9D","10/11/2012","10/10/2013","R866PP33","85BER94","running","433","244"
"Best Buy","PP","Description","11/31/2015","10/20/2016","R867PP626","182BER805","running","664","287"
"Target.com","BER","Retail","12/10/2013","11/10/2014","R868COOP3","977COOP363","accepted","864","491"
"Sears Holdings/Kmart","BER","Retail Ad 9D","12/13/2016","11/11/2017","R869PP680","858PP805","approved","497","1940"
"Best Buy.com","COOP","Retail Ad","6/29/2015","8/19/2016","R86PP358","514COOP730","accepted","381","624"
"Frys Electronics","COOP","Description","5/6/2010","7/8/2011","R870BER456","988PP748","approved","479","131"
"QVC","PP","Description","6/22/2011","8/16/2012","R870COOP473","329PP373","accepted","643","1561"
"Best Buy","BER","Retail","3/2/2010","6/6/2011","R871BER400","458COOP455","accepted","258","1190"
"NEXCOM","PP","9D @ $68","12/15/2016","11/12/2017","R871PP258","849COOP495","accepted","341","579"
"Ingram Micro","BER","Retail","8/8/2013","9/9/2014","R873COOP945","629PP202","running","958","365"
"Walmart.com","COOP","Retail","10/7/2015","10/8/2016","R873PP397","387BER226","POP","799","1822"
"Tiger Direct","PP","Retail Ad 9D","9/2/2013","9/6/2014","R875PP238","699PP420","accepted","330","842"
"Sears Holdings/Kmart","BER","Retail Ad 9D","6/14/2015","8/12/2016","R877PP968","941BER147","approved","913","1216"
"BJs Wholesale Club","PP","Retail Ad","6/12/2013","8/11/2014","R878PP10","888PP419","POP","310","109"
"Best Buy.com","BER","Retail Ad 9D","7/5/2011","8/7/2012","R879COOP716","810PP756","approved","505","143"
"Ingram Micro","PP","Retail Ad","4/19/2016","7/14/2017","R879PP700","416BER6","POP","762","1673"
"Ingram Micro","COOP","Retail Ad 9D","6/2/2015","8/6/2016","R880BER595","604PP89","accepted","242","661"
"Synnex Canada","PP","Description","11/22/2015","10/16/2016","R881COOP903","774PP921","archived","263","1180"
